request_length,param_count,special_char_ratio,url_depth,user_agent_length,content_length,request_time_seconds,status_code,sql_keywords_count,html_tag_count,path_traversal_count,entropy,max_token_length,has_equals,has_quotes,digit_count,letter_count,letter_digit_ratio,attack_type
25,1,0.0,2,120,12,0.92,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
22,1,0.0,2,120,9,0.89,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
25,1,0.0,2,120,12,1.44,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
35,1,0.0,2,120,22,1.57,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,0.8,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
19,1,0.0,2,120,6,0.63,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
23,1,0.0,2,120,10,0.68,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
23,1,0.0,2,120,10,1.85,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,1.07,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.54,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
35,1,0.0,2,120,22,0.99,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
25,1,0.0,2,120,12,1.41,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
23,1,0.0,2,120,10,1.11,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
25,1,0.0,2,120,12,0.58,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
33,1,0.0,2,120,20,1.87,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,1.23,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.69,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
23,1,0.0,2,120,10,1.82,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,0.76,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
33,1,0.0,2,120,20,0.46,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
23,1,0.0,2,120,10,1.08,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,0.63,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.37,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.56,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
35,1,0.0,2,120,22,1.62,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,0.46,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
23,1,0.0,2,120,10,1.45,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
23,1,0.0,2,120,10,0.49,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,1.21,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
35,1,0.0,2,120,22,0.32,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,1.31,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.24,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
23,1,0.0,2,120,10,0.45,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,0.81,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.02,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
33,1,0.0,2,120,20,1.87,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.12,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
35,1,0.0,2,120,22,0.58,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
25,1,0.0,2,120,12,0.58,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
19,1,0.0,2,120,6,1.64,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.11,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.64,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
33,1,0.0,2,120,20,1.86,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.88,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
33,1,0.0,2,120,20,1.07,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.48,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
22,1,0.0,2,120,9,1.96,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
19,1,0.0,2,120,6,1.23,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,0.93,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
23,1,0.0,2,120,10,0.33,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
35,1,0.0,2,120,22,0.33,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,0.18,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
25,1,0.0,2,120,12,0.63,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
33,1,0.0,2,120,20,0.34,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
25,1,0.0,2,120,12,1.86,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
19,1,0.0,2,120,6,0.49,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
22,1,0.0,2,120,9,0.12,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
23,1,0.0,2,120,10,1.96,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
33,1,0.0,2,120,20,0.64,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.54,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
33,1,0.0,2,120,20,1.86,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
23,1,0.0,2,120,10,1.7,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
35,1,0.0,2,120,22,0.14,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
23,1,0.0,2,120,10,1.55,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
35,1,0.0,2,120,22,1.63,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.49,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
22,1,0.0,2,120,9,1.91,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
25,1,0.0,2,120,12,1.19,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
33,1,0.0,2,120,20,1.64,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
25,1,0.0,2,120,12,0.28,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
19,1,0.0,2,120,6,0.52,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.26,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
35,1,0.0,2,120,22,1.84,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,0.3,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.38,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
19,1,0.0,2,120,6,1.2,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.95,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.29,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
25,1,0.0,2,120,12,0.88,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
19,1,0.0,2,120,6,0.94,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.72,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.14,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
33,1,0.0,2,120,20,0.49,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.93,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
23,1,0.0,2,120,10,0.71,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,1.06,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.69,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.81,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
25,1,0.0,2,120,12,1.24,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
19,1,0.0,2,120,6,0.42,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.49,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
23,1,0.0,2,120,10,0.77,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
33,1,0.0,2,120,20,0.57,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,1.81,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.24,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.93,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.33,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
25,1,0.0,2,120,12,0.96,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
22,1,0.0,2,120,9,0.84,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
23,1,0.0,2,120,10,0.78,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
22,1,0.0,2,120,9,1.03,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
19,1,0.0,2,120,6,1.83,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
25,1,0.0,2,120,12,0.93,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
23,1,0.0,2,120,10,0.53,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
23,1,0.0,2,120,10,1.83,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
33,1,0.0,2,120,20,1.01,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
35,1,0.0,2,120,22,0.52,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.71,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
19,1,0.0,2,120,6,0.79,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.27,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
35,1,0.0,2,120,22,0.28,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,0.58,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
33,1,0.0,2,120,20,0.96,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,0.37,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.63,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
35,1,0.0,2,120,22,0.54,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
33,1,0.0,2,120,20,0.42,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
25,1,0.0,2,120,12,0.54,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
25,1,0.0,2,120,12,1.28,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
35,1,0.0,2,120,22,0.65,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.89,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
35,1,0.0,2,120,22,0.55,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.25,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
25,1,0.0,2,120,12,0.23,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
25,1,0.0,2,120,12,0.61,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
35,1,0.0,2,120,22,1.11,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.15,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
23,1,0.0,2,120,10,1.47,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
35,1,0.0,2,120,22,1.11,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
35,1,0.0,2,120,22,0.57,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,0.72,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
35,1,0.0,2,120,22,1.56,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,1.05,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
22,1,0.0,2,120,9,0.85,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
35,1,0.0,2,120,22,0.19,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
35,1,0.0,2,120,22,1.71,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.74,200,0,0,0,2.585,4,1,0,1,4,2.0,normal
23,1,0.0,2,120,10,1.19,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
33,1,0.0,2,120,20,0.98,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,0.43,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
25,1,0.0,2,120,12,1.46,200,0,0,0,3.085,6,1,0,0,11,11.0,normal
35,1,0.0,2,120,22,1.32,200,0,0,0,3.6978,7,1,0,0,19,19.0,normal
22,1,0.0,2,120,9,0.23,200,0,0,0,3.1699,7,1,0,1,7,3.5,normal
19,1,0.0,2,120,6,0.36,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
33,1,0.0,2,120,20,0.98,200,2,0,0,3.5464,11,1,0,0,19,19.0,normal
19,1,0.0,2,120,6,1.39,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
19,1,0.0,2,120,6,1.15,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.79,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,1.93,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
23,1,0.0,2,120,10,1.59,200,1,0,0,3.1219,5,1,0,0,9,9.0,normal
19,1,0.0,2,120,6,1.53,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.42,200,0,0,0,2.2516,4,1,0,0,5,5.0,normal
19,1,0.0,2,120,6,0.34,200,0,0,0,2.2516,3,1,0,3,2,0.5,normal
